,user_id,grid_num,score_dif,time_constraint,in_distrib,time_x_distrib,push,time_x_push
2794,168,106,0,0.5,-0.5,-0.25,0.5,0.25
2795,162,306,0,0.5,0.5,0.25,0.0,0.0
2796,167,402,0,0.5,0.5,0.25,0.0,0.0
2797,164,105,0,0.5,-0.5,-0.25,0.5,0.25
2798,165,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2799,154,304,0,0.5,0.5,0.25,0.0,0.0
2800,162,205,0,0.5,-0.5,-0.25,-0.5,-0.25
2801,167,407,0,0.5,0.5,0.25,0.0,0.0
2802,166,402,0,0.5,0.5,0.25,0.0,0.0
2803,164,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2804,168,204,-1,0.5,-0.5,-0.25,-0.5,-0.25
2805,159,402,0,0.5,0.5,0.25,0.0,0.0
2806,165,402,0,0.5,0.5,0.25,0.0,0.0
2807,162,403,0,0.5,0.5,0.25,0.0,0.0
2808,154,206,0,0.5,-0.5,-0.25,-0.5,-0.25
2809,165,202,0,0.5,-0.5,-0.25,-0.5,-0.25
2810,167,302,0,0.5,0.5,0.25,0.0,0.0
2811,159,403,0,0.5,0.5,0.25,0.0,0.0
2812,168,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2813,166,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2814,162,102,0,0.5,-0.5,-0.25,0.5,0.25
2815,165,104,0,0.5,-0.5,-0.25,0.5,0.25
2816,167,301,0,0.5,0.5,0.25,0.0,0.0
2817,154,104,-1,0.5,-0.5,-0.25,0.5,0.25
2818,159,407,0,0.5,0.5,0.25,0.0,0.0
2819,164,205,0,0.5,-0.5,-0.25,-0.5,-0.25
2820,168,404,0,0.5,0.5,0.25,0.0,0.0
2821,154,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2822,159,104,0,0.5,-0.5,-0.25,0.5,0.25
2823,165,101,0,0.5,-0.5,-0.25,0.5,0.25
2824,164,202,0,0.5,-0.5,-0.25,-0.5,-0.25
2825,168,308,0,0.5,0.5,0.25,0.0,0.0
2826,165,205,0,0.5,-0.5,-0.25,-0.5,-0.25
2827,166,403,0,0.5,0.5,0.25,0.0,0.0
2828,159,106,0,0.5,-0.5,-0.25,0.5,0.25
2829,168,306,0,0.5,0.5,0.25,0.0,0.0
2830,166,301,0,0.5,0.5,0.25,0.0,0.0
2831,167,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2832,159,102,0,0.5,-0.5,-0.25,0.5,0.25
2833,166,102,-1,0.5,-0.5,-0.25,0.5,0.25
2834,167,208,0,0.5,-0.5,-0.25,-0.5,-0.25
2835,159,308,0,0.5,0.5,0.25,0.0,0.0
2836,168,407,0,0.5,0.5,0.25,0.0,0.0
2837,154,106,-1,0.5,-0.5,-0.25,0.5,0.25
2838,166,202,0,0.5,-0.5,-0.25,-0.5,-0.25
2839,159,208,0,0.5,-0.5,-0.25,-0.5,-0.25
2840,168,304,-1,0.5,0.5,0.25,0.0,0.0
2841,166,101,-1,0.5,-0.5,-0.25,0.5,0.25
2842,159,206,0,0.5,-0.5,-0.25,-0.5,-0.25
2843,154,301,-1,0.5,0.5,0.25,0.0,0.0
2844,168,307,0,0.5,0.5,0.25,0.0,0.0
2845,159,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2846,167,108,-1,0.5,-0.5,-0.25,0.5,0.25
2847,166,406,0,0.5,0.5,0.25,0.0,0.0
2848,154,101,-1,0.5,-0.5,-0.25,0.5,0.25
2849,159,305,0,0.5,0.5,0.25,0.0,0.0
