,trial,score_dif,userid,gridtype,gridnum
200663,5,0.0,315,Push,107
200741,2,0.0,321,Push,101
200759,3,0.0,321,Push,103
200765,4,1.0,320,Push,101
200801,4,0.0,321,Push,107
200867,4,0.0,319,Push,106
200885,5,1.0,320,Push,105
200897,5,0.0,319,Push,107
200957,6,1.0,319,Push,105
201005,5,1.0,321,Push,104
201089,6,0.0,320,Push,104
201179,1,0.0,316,Push,107
201191,6,0.0,321,Push,108
201275,7,0.0,319,Push,101
201305,7,0.0,320,Push,103
201329,8,0.0,319,Push,108
201485,8,0.0,320,Push,102
201533,6,0.0,315,Push,108
201575,2,0.0,316,Push,108
201671,3,0.0,316,Push,103
201725,7,1.0,315,Push,105
201851,7,1.0,321,Push,105
202115,8,1.0,321,Push,106
202181,8,0.0,315,Push,101
202277,4,0.0,316,Push,105
202367,5,0.0,316,Push,106
203615,6,0.0,316,Push,104
203633,1,1.0,323,Push,104
203867,7,0.0,316,Push,101
204233,2,1.0,323,Push,101
204371,3,1.0,323,Push,108
204497,8,0.0,316,Push,102
204683,4,0.0,323,Push,103
204881,5,0.0,323,Push,102
204977,6,1.0,323,Push,106
205031,7,1.0,323,Push,107
205223,8,1.0,323,Push,105
206087,1,1.0,332,Push,104
206219,2,0.0,332,Push,103
206327,3,0.0,332,Push,102
206381,1,1.0,324,Push,105
206405,1,0.0,327,Push,108
206495,2,0.0,327,Push,103
206537,2,1.0,324,Push,106
206591,4,0.0,332,Push,107
206633,5,0.0,332,Push,108
206645,3,0.0,327,Push,102
206681,4,0.0,327,Push,104
206747,6,1.0,332,Push,105
206933,7,0.0,332,Push,101
207083,1,1.0,333,Push,106
207101,3,1.0,324,Push,104
207107,1,0.0,330,Push,107
207119,8,0.0,332,Push,106
207125,2,0.0,333,Push,101
207155,2,0.0,330,Push,102
207173,5,1.0,327,Push,105
207293,4,1.0,324,Push,101
207341,5,1.0,324,Push,108
207353,3,0.0,333,Push,107
207461,4,0.0,333,Push,108
207497,5,1.0,333,Push,102
207515,6,0.0,327,Push,106
207629,6,1.0,333,Push,105
207647,7,0.0,327,Push,107
207701,7,1.0,333,Push,104
207719,6,1.0,324,Push,102
207857,3,1.0,330,Push,105
208049,8,0.0,327,Push,101
208133,4,0.0,330,Push,106
208151,1,0.0,331,Push,101
208175,5,0.0,330,Push,104
208187,7,1.0,324,Push,103
208199,8,1.0,324,Push,107
208325,6,0.0,330,Push,103
208343,8,1.0,333,Push,103
208379,7,0.0,330,Push,108
208481,8,0.0,330,Push,101
209153,2,1.0,331,Push,102
209183,1,1.0,334,Push,102
209309,2,1.0,334,Push,108
209351,3,1.0,331,Push,104
209483,3,1.0,334,Push,103
209513,4,1.0,331,Push,103
209651,5,1.0,331,Push,107
209861,4,1.0,334,Push,107
210815,5,1.0,334,Push,106
211241,6,1.0,334,Push,105
211325,7,1.0,334,Push,101
211463,1,1.0,336,Push,101
211637,8,1.0,334,Push,104
211757,2,1.0,336,Push,102
211883,3,1.0,336,Push,106
211961,4,1.0,336,Push,104
212153,1,0.0,340,Push,103
212213,5,1.0,336,Push,107
212291,6,1.0,331,Push,106
212339,1,1.0,337,Push,104
212393,2,0.0,340,Push,107
212459,2,0.0,337,Push,107
212531,6,1.0,336,Push,105
212669,1,0.0,339,Push,102
212711,2,0.0,339,Push,108
212717,3,0.0,337,Push,108
212735,7,1.0,331,Push,108
212819,7,0.0,336,Push,108
212837,8,1.0,331,Push,105
212891,1,0.0,335,Push,101
212927,3,0.0,340,Push,102
213005,4,0.0,340,Push,104
213017,3,1.0,339,Push,106
213071,5,1.0,340,Push,105
213101,6,0.0,340,Push,108
213119,8,1.0,336,Push,103
213137,1,1.0,342,Push,101
213179,4,1.0,339,Push,101
213203,7,1.0,340,Push,106
213227,1,0.0,341,Push,106
213365,2,1.0,342,Push,102
213401,3,1.0,342,Push,108
213431,4,1.0,342,Push,107
213467,2,0.0,341,Push,107
213545,5,0.0,339,Push,107
213593,8,0.0,340,Push,101
213599,3,0.0,341,Push,103
213641,6,1.0,339,Push,104
213683,4,0.0,337,Push,102
213755,7,0.0,339,Push,103
213785,5,1.0,337,Push,101
213791,4,0.0,341,Push,104
213881,6,1.0,337,Push,103
213887,5,1.0,342,Push,106
213893,5,0.0,341,Push,108
213905,6,1.0,342,Push,103
213917,8,1.0,339,Push,105
213935,6,0.0,341,Push,102
213965,7,1.0,342,Push,104
213989,8,1.0,342,Push,105
214013,7,1.0,337,Push,105
214049,7,0.0,341,Push,101
214055,8,0.0,341,Push,105
214139,8,1.0,337,Push,106
214181,2,0.0,335,Push,104
214193,3,0.0,335,Push,107
214247,4,1.0,335,Push,105
214271,5,0.0,335,Push,108
214289,6,0.0,335,Push,103
214355,7,1.0,335,Push,106
214397,8,0.0,335,Push,102
214847,1,1.0,343,Push,108
214853,2,1.0,343,Push,101
214871,3,1.0,343,Push,103
214895,4,1.0,343,Push,105
215009,5,1.0,343,Push,107
215123,6,1.0,343,Push,104
215207,7,1.0,343,Push,106
215273,8,1.0,343,Push,102
215531,1,1.0,344,Push,105
215549,2,1.0,344,Push,103
215585,3,1.0,344,Push,102
215609,4,1.0,344,Push,108
215699,5,1.0,344,Push,106
215801,6,1.0,344,Push,104
215897,7,1.0,344,Push,101
215933,8,1.0,344,Push,107
216551,1,0.0,346,Push,106
216581,2,1.0,346,Push,101
216599,3,1.0,346,Push,105
216611,4,1.0,346,Push,102
216641,5,1.0,346,Push,103
216773,6,1.0,346,Push,108
216875,7,1.0,346,Push,107
216911,8,1.0,346,Push,104
217259,1,1.0,347,Push,103
217289,2,1.0,347,Push,108
217313,3,1.0,347,Push,106
217331,4,1.0,347,Push,105
217355,5,1.0,347,Push,101
217373,6,1.0,347,Push,107
217385,7,1.0,347,Push,102
217397,8,1.0,347,Push,104
218285,1,1.0,348,Push,101
218405,2,0.0,348,Push,103
218435,3,0.0,348,Push,107
218585,4,1.0,348,Push,104
218603,5,1.0,348,Push,106
218669,6,1.0,348,Push,105
218705,7,1.0,348,Push,102
218783,1,0.0,350,Push,106
218843,2,0.0,350,Push,107
218849,8,1.0,348,Push,108
218879,3,1.0,350,Push,105
218921,4,1.0,350,Push,103
218939,5,1.0,350,Push,108
218993,6,1.0,350,Push,101
219065,1,0.0,349,Push,108
219107,2,0.0,349,Push,107
219125,3,1.0,349,Push,102
219131,7,1.0,350,Push,104
219221,8,1.0,350,Push,102
219389,4,1.0,349,Push,106
219401,5,1.0,349,Push,104
219509,6,1.0,349,Push,103
219521,7,1.0,349,Push,105
219533,8,1.0,349,Push,101
220475,1,1.0,351,Push,106
220505,2,1.0,351,Push,107
220709,1,0.0,352,Push,102
220775,3,1.0,351,Push,102
220817,2,1.0,352,Push,103
221003,4,1.0,351,Push,103
221093,3,1.0,352,Push,101
221147,5,1.0,351,Push,101
221213,6,1.0,351,Push,105
221243,7,1.0,351,Push,104
221327,8,1.0,351,Push,108
221459,4,1.0,352,Push,106
221567,5,1.0,352,Push,107
221681,1,1.0,353,Push,106
221705,2,1.0,353,Push,101
221741,6,1.0,352,Push,105
221759,3,1.0,353,Push,104
221927,7,1.0,352,Push,104
221933,4,1.0,353,Push,102
221981,5,1.0,353,Push,105
221999,8,1.0,352,Push,108
222029,1,0.0,354,Push,108
222047,2,0.0,354,Push,103
222089,6,1.0,353,Push,103
222095,3,1.0,354,Push,104
222101,7,1.0,353,Push,108
222167,4,1.0,354,Push,101
222203,8,1.0,353,Push,107
222233,5,1.0,354,Push,107
222311,6,1.0,354,Push,106
222335,7,1.0,354,Push,105
222377,8,1.0,354,Push,102
222461,1,1.0,355,Push,105
222467,2,1.0,355,Push,106
222473,3,1.0,355,Push,101
222539,4,1.0,355,Push,102
222557,5,1.0,355,Push,108
222581,6,1.0,355,Push,103
222635,7,1.0,355,Push,107
222767,8,1.0,355,Push,104
223121,1,0.0,356,Push,103
223169,2,1.0,356,Push,101
223199,3,1.0,356,Push,107
223205,4,1.0,356,Push,106
223277,5,0.0,356,Push,102
223295,6,0.0,356,Push,108
223325,7,1.0,356,Push,105
223373,8,1.0,356,Push,104
224447,1,0.0,358,Push,108
224477,2,1.0,358,Push,105
224507,3,1.0,358,Push,106
224519,4,1.0,358,Push,101
224531,5,1.0,358,Push,107
224543,6,0.0,358,Push,102
224627,7,1.0,358,Push,104
224681,8,1.0,358,Push,103
225473,1,0.0,360,Push,102
225635,2,0.0,360,Push,108
225641,1,0.0,359,Push,105
225647,3,0.0,360,Push,105
225683,4,0.0,360,Push,103
225725,5,0.0,360,Push,107
225731,6,1.0,360,Push,106
225767,2,0.0,359,Push,103
225809,7,1.0,360,Push,101
225821,8,1.0,360,Push,104
225869,3,1.0,359,Push,107
225965,4,1.0,359,Push,106
226043,5,1.0,359,Push,101
226049,6,1.0,359,Push,108
226085,7,1.0,359,Push,104
226109,8,1.0,359,Push,102
226469,1,0.0,361,Push,102
226481,2,0.0,361,Push,103
226523,3,1.0,361,Push,106
226589,4,1.0,361,Push,108
226595,5,1.0,361,Push,104
226625,6,1.0,361,Push,101
226661,7,1.0,361,Push,105
226673,8,0.0,361,Push,107
228179,1,0.0,364,Push,105
228197,2,1.0,364,Push,107
228221,3,0.0,364,Push,102
228233,4,1.0,364,Push,106
228281,5,0.0,364,Push,103
228383,6,1.0,364,Push,108
228389,7,1.0,364,Push,101
228395,1,0.0,363,Push,105
228413,8,1.0,364,Push,104
228485,2,0.0,363,Push,107
228497,3,1.0,363,Push,108
228557,4,1.0,363,Push,101
228569,5,1.0,363,Push,103
228617,6,1.0,363,Push,106
228629,7,1.0,363,Push,104
228647,8,1.0,363,Push,102
